TICKET_CREATED_TS,TICKET_DETAIL,INCIDENT_ADDRESS,GEO_LONG,GEO_LAT,SERVICE_ITEM
2026-07-10T03:25:44Z,"Loose soil and rocks have come down onto Cleveland Street near Brooklyn, blocking one lane following the earlier flooding","Cleveland Street, Brooklyn, Wellington",174.74864,-41.30338,Slips
2026-07-10T04:28:16Z,"Requesting details of lease agreements for the council property on Hay Street, Mount Victoria","Hay Street, Mount Victoria, Wellington",174.78666,-41.29931,LGOIMA - Property
2026-07-10T07:11:17Z,"A nearby stream has burst its banks near Coromandel Street, Berhampore, flooding the road and adjoining properties","Coromandel Street, Berhampore, Wellington",174.7682,-41.31341,flooding
2026-07-10T07:50:17Z,Hillside slip on Coromandel Street in Berhampore has closed the footpath to pedestrians following the earlier flooding,"Coromandel Street, Berhampore, Wellington",174.76813,-41.3132,Slips
2026-07-10T08:05:02Z,"Heavy overnight rain has caused stormwater to back up on Fife Street, Khandallah, water is pooling across the road","Fife Street, Khandallah, Wellington",174.77609,-41.25763,flooding
2026-07-10T08:25:02Z,"Bank alongside Fife Street in Khandallah has slipped after heavy rain, covering part of the footpath with mud following the earlier flooding","Fife Street, Khandallah, Wellington",174.77665,-41.2581,Slips
2026-07-10T08:37:36Z,"E-scooter riders are ignoring the dismount zone outside Chelsea Street, Miramar, causing near misses","Chelsea Street, Miramar, Wellington",174.81892,-41.31855,Riding Behaviour
2026-07-10T08:41:39Z,"Pool filtration system at the Waterfront aquatic centre appears to be malfunctioning, water looks cloudy","Queens Wharf, Waterfront, Wellington",174.77596,-41.2936,Pools and Recreation Centres
2026-07-10T09:00:49Z,Loose paving stones on Coppin Street near Pipitea have become uneven and are creating a trip hazard,"Coppin Street, Pipitea, Wellington",174.74139,-41.24624,Pipitea
2026-07-10T11:32:42Z,Resident on Willis Street wants to register a newly adopted rescue dog and is asking about requirements,"Willis Street, CBD, Wellington",174.76679,-41.28094,Make a dog registration enquiry
2026-07-10T11:48:10Z,"Cyclists have been riding at high speed through the pedestrian section near Mansfield Street, Newtown","Mansfield Street, Newtown, Wellington",174.77278,-41.30379,Riding Behaviour
2026-07-10T12:05:28Z,Resident on Ohiro Road wants to register a newly adopted rescue dog and is asking about requirements,"Ohiro Road, Brooklyn, Wellington",174.76597,-41.31958,Make a dog registration enquiry
2026-07-10T13:37:08Z,Loose paving stones on Holloway Road near Pipitea have become uneven and are creating a trip hazard,"Holloway Road, Pipitea, Wellington",174.78613,-41.28626,Pipitea
2026-07-10T13:47:08Z,Road surface on Grass Street near Oriental Bay has deteriorated badly and needs resurfacing,"Grass Street, Oriental Bay, Wellington",174.79788,-41.29947,road and footpath maintence
2026-07-10T14:39:49Z,A fallen branch is blocking the main path through Aro Valley park,"Aro Street, Aro Valley, Wellington",174.7826,-41.29328,Park or reserve
2026-07-10T14:41:54Z,"Retaining wall next to Wilton Road has partially collapsed, spilling debris onto the road","Wilton Road, Wilton, Wellington",174.74318,-41.25715,Slips
2026-07-10T14:54:38Z,"Faded and unclear road markings on Wadestown Road, Wadestown are causing confusion for drivers","Wadestown Road, Wadestown, Wellington",174.78179,-41.25648,road and footpath maintence
2026-07-10T16:29:15Z,"Abandoned e-scooter has been left in the middle of the footpath on Kelburn Parade, Kelburn","Kelburn Parade, Kelburn, Wellington",174.76075,-41.29086,Inquiry for a Micro-mobility Officer
2026-07-10T17:42:11Z,Rubbish has been left scattered across the Berhampore reserve after the weekend,"Coromandel Street, Berhampore, Wellington",174.76359,-41.31418,Park or reserve
2026-07-10T17:53:39Z,Streetlight outside Ellice Street in Brooklyn has been flickering and going out completely at night,"Ellice Street, Brooklyn, Wellington",174.78734,-41.28624,Brooklyn
2026-07-10T18:19:15Z,"Playground equipment at the Wadestown reserve has a broken swing seat, posing a safety risk","Pitt Street, Wadestown, Wellington",174.74978,-41.27608,Park or reserve
2026-07-10T20:48:40Z,"Continuous rain has flooded the low section of Kelburn Parade in Kelburn, water is rising rapidly","Kelburn Parade, Kelburn, Wellington",174.77224,-41.28194,flooding
2026-07-10T21:28:56Z,Overgrown vegetation is blocking the walking track through Mount Cook park,"Buckle Street, Mount Cook, Wellington",174.76789,-41.28588,Park or reserve
2026-07-10T21:36:18Z,"Playground equipment at the Wadestown reserve has a broken swing seat, posing a safety risk","Wadestown Road, Wadestown, Wellington",174.74596,-41.25141,Park or reserve
2026-07-10T22:08:59Z,"Abandoned e-scooter has been left in the middle of the footpath on Rongotai Road, Kilbirnie","Rongotai Road, Kilbirnie, Wellington",174.80162,-41.30819,Inquiry for a Micro-mobility Officer
2026-07-10T22:56:55Z,"Flying debris from the storm has broken several windows on Coppin Street, Wilton","Coppin Street, Wilton, Wellington",174.73052,-41.2418,Weather event
2026-07-10T23:23:21Z,"Flying debris from the storm has broken several windows on Medway Street, Island Bay","Medway Street, Island Bay, Wellington",174.75906,-41.33396,Weather event
2026-07-10T23:43:02Z,"A nearby stream has burst its banks near Ellice Street, Mount Victoria, flooding the road and adjoining properties","Ellice Street, Mount Victoria, Wellington",174.79474,-41.29575,flooding
2026-07-11T00:13:02Z,"Bank alongside Ellice Street in Mount Victoria has slipped after heavy rain, covering part of the footpath with mud following the earlier flooding","Ellice Street, Mount Victoria, Wellington",174.79516,-41.29535,Slips
2026-07-11T00:46:48Z,"Water temperature at the Waterfront pool has been unusually cold for several days, swimmers have complained","Waterfront Promenade, Waterfront, Wellington",174.79115,-41.27819,Pools and Recreation Centres
2026-07-11T00:56:46Z,"Bank alongside Cummings Park in Ngaio has slipped after heavy rain, covering part of the footpath with mud","Cummings Park, Ngaio, Wellington",174.77356,-41.23035,Slips
2026-07-11T01:23:09Z,"Bank alongside Rintoul Street in Berhampore has slipped after heavy rain, covering part of the footpath with mud","Rintoul Street, Berhampore, Wellington",174.77514,-41.33515,Slips
2026-07-11T02:23:24Z,Street sign on Hill Street near Pipitea has fallen over and is partially blocking the footpath,"Hill Street, Pipitea, Wellington",174.79772,-41.28947,Pipitea
2026-07-11T03:04:54Z,"A nearby stream has burst its banks near Cuba Street, CBD, flooding the road and adjoining properties","Cuba Street, CBD, Wellington",174.78559,-41.29683,flooding
2026-07-11T03:23:49Z,"Requesting details of lease agreements for the council property on Queens Wharf, Waterfront","Queens Wharf, Waterfront, Wellington",174.78979,-41.28808,LGOIMA - Property
2026-07-11T05:25:46Z,Overgrown grass and weeds are covering several plots at Pipitea Cemetery,"Pipitea Street, Pipitea, Wellington",174.75825,-41.25869,Cemeteries
2026-07-11T06:10:05Z,Resident on Ohiro Road has lost their dog registration tag and needs a replacement,"Ohiro Road, Brooklyn, Wellington",174.7482,-41.3108,Make a dog registration enquiry
2026-07-11T07:54:15Z,"Overgrown hedge on Ganges Road, Berhampore is blocking visibility at the intersection","Ganges Road, Berhampore, Wellington",174.79231,-41.26917,Berhampore
2026-07-11T08:00:03Z,"Requesting details of lease agreements for the council property on Thorndon Quay, Thorndon","Thorndon Quay, Thorndon, Wellington",174.76418,-41.26955,LGOIMA - Property
2026-07-11T08:19:06Z,Overflowing rubbish bin at the Brooklyn shops on Manners Street hasn't been emptied in over a week,"Manners Street, Brooklyn, Wellington",174.7917,-41.30495,Brooklyn
2026-07-11T08:45:57Z,A headstone at Oriental Bay Cemetery has toppled over near the main entrance,"Oriental Parade, Oriental Bay, Wellington",174.80984,-41.30396,Cemeteries
2026-07-11T09:56:16Z,Large tree branch on Coppin Street near Wilton shops is hanging precariously over the footpath after recent wind,"Coppin Street, Wilton, Wellington",174.75303,-41.22973,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-11T10:21:18Z,"Storm damage reported to power lines near Chelsea Street, Miramar after last night's severe weather","Chelsea Street, Miramar, Wellington",174.81599,-41.32707,Weather event
2026-07-11T10:34:22Z,"Continuous rain has flooded the low section of Donald Street in Karori, water is rising rapidly","Donald Street, Karori, Wellington",174.72354,-41.29021,flooding
2026-07-11T13:29:53Z,"Footpath slabs on Rintoul Street, Berhampore have cracked and lifted, creating a tripping hazard","Rintoul Street, Berhampore, Wellington",174.77699,-41.33523,road and footpath maintence
2026-07-11T16:01:43Z,"Requesting details of lease agreements for the council property on Holloway Road, Aro Valley","Holloway Road, Aro Valley, Wellington",174.76029,-41.28593,LGOIMA - Property
2026-07-11T16:31:00Z,"Abandoned e-scooter has been left in the middle of the footpath on Miramar Avenue, Miramar","Miramar Avenue, Miramar, Wellington",174.83085,-41.30515,Inquiry for a Micro-mobility Officer
2026-07-11T16:39:11Z,A fallen branch is blocking the main path through Wilton park,"Wilton Road, Wilton, Wellington",174.73351,-41.24475,Park or reserve
2026-07-11T16:39:31Z,Resident on Harbour View Road wants to register a newly adopted rescue dog and is asking about requirements,"Harbour View Road, Brooklyn, Wellington",174.77002,-41.30923,Make a dog registration enquiry
2026-07-11T16:40:35Z,"Graffiti has appeared on the community noticeboard on Rongotai Road, Brooklyn","Rongotai Road, Brooklyn, Wellington",174.79757,-41.32661,Brooklyn
2026-07-11T18:13:35Z,"Continuous rain has flooded the low section of Reef Street in Island Bay, water is rising rapidly","Reef Street, Island Bay, Wellington",174.78643,-41.34933,flooding
2026-07-11T18:38:26Z,"Strong northerly gusts overnight have brought down fence panels and outdoor furniture on Buckle Street, Mount Cook","Buckle Street, Mount Cook, Wellington",174.76142,-41.28547,Weather event
2026-07-11T18:39:35Z,Hillside slip on Reef Street in Island Bay has closed the footpath to pedestrians following the earlier flooding,"Reef Street, Island Bay, Wellington",174.78588,-41.34941,Slips
2026-07-11T18:46:15Z,Community garden fence at the Berhampore reserve on Broadway has fallen down after recent winds,"Broadway, Berhampore, Wellington",174.82126,-41.30704,Berhampore
2026-07-11T18:53:25Z,"Water temperature at the Karori pool has been unusually cold for several days, swimmers have complained","Beauchamp Street, Karori, Wellington",174.72982,-41.2869,Pools and Recreation Centres
2026-07-11T18:57:00Z,"Graffiti has appeared on the community noticeboard on Tasman Street, Brooklyn","Tasman Street, Brooklyn, Wellington",174.78164,-41.30553,Brooklyn
2026-07-11T19:02:04Z,Hail and gale-force wind have damaged shopfront awnings along Croydon Street in Wilton,"Croydon Street, Wilton, Wellington",174.7646,-41.26097,Weather event
2026-07-11T19:02:11Z,"Graffiti has appeared on the community noticeboard on Cleveland Street, Brooklyn","Cleveland Street, Brooklyn, Wellington",174.74409,-41.31749,Brooklyn
2026-07-11T19:03:08Z,Streetlight outside Buckle Street in Brooklyn has been flickering and going out completely at night,"Buckle Street, Brooklyn, Wellington",174.78389,-41.29318,Brooklyn
2026-07-11T19:48:08Z,A headstone at Oriental Bay Cemetery has toppled over near the main entrance,"Roxburgh Street, Oriental Bay, Wellington",174.80197,-41.28708,Cemeteries
2026-07-11T19:50:41Z,"Group of e-bike riders have been performing dangerous manoeuvres near Hay Street, Mount Victoria","Hay Street, Mount Victoria, Wellington",174.76753,-41.30554,Riding Behaviour
2026-07-11T20:01:17Z,Hail and gale-force wind have damaged shopfront awnings along Bendall Avenue in Ngaio,"Bendall Avenue, Ngaio, Wellington",174.76974,-41.23692,Weather event
2026-07-11T20:38:12Z,Group of e-bike riders have been performing wheelies dangerously close to pedestrians on Evans Bay Parade,"Evans Bay Parade, Kilbirnie, Wellington",174.7884,-41.32806,Inquiry for a Micro-mobility Officer
2026-07-11T21:08:42Z,"Cyclists have been riding at high speed through the pedestrian section near Todman Street, Brooklyn","Todman Street, Brooklyn, Wellington",174.77462,-41.29058,Riding Behaviour
2026-07-11T21:19:58Z,Loose paving stones on Box Hill near Pipitea have become uneven and are creating a trip hazard,"Box Hill, Pipitea, Wellington",174.77828,-41.24318,Pipitea
2026-07-11T21:20:38Z,"Deep pothole has formed on Wilton Road in Wilton, causing vehicles to swerve into oncoming traffic","Wilton Road, Wilton, Wellington",174.73628,-41.26481,road and footpath maintence
2026-07-11T21:22:36Z,"E-scooter riders are ignoring the dismount zone outside Riddiford Street, Newtown, causing near misses","Riddiford Street, Newtown, Wellington",174.7991,-41.33071,Riding Behaviour
2026-07-11T21:56:28Z,A pohutukawa tree on Ganges Road has partially uprooted and is leaning dangerously toward the road,"Ganges Road, Khandallah, Wellington",174.79788,-41.25067,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-11T22:34:12Z,"E-scooters have been left blocking the accessible ramp outside Ohiro Road, Brooklyn for several days","Ohiro Road, Brooklyn, Wellington",174.76206,-41.29961,Inquiry for a Micro-mobility Officer
2026-07-11T23:31:21Z,A headstone at Island Bay Cemetery has toppled over near the main entrance,"Medway Street, Island Bay, Wellington",174.76743,-41.35639,Cemeteries
2026-07-12T00:43:22Z,Dead tree limb overhanging Willis Street in CBD looks close to falling onto parked cars,"Willis Street, CBD, Wellington",174.77546,-41.30394,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-12T01:07:43Z,"Faded and unclear road markings on Wakefield Park Terrace, Berhampore are causing confusion for drivers","Wakefield Park Terrace, Berhampore, Wellington",174.75695,-41.32787,road and footpath maintence
2026-07-12T01:48:55Z,"Formal LGOIMA request for information on rates valuations for the property on Tinakori Road, Thorndon","Tinakori Road, Thorndon, Wellington",174.79167,-41.2623,LGOIMA - Property
2026-07-12T02:49:33Z,Road surface on Makara Road near Karori has deteriorated badly and needs resurfacing,"Makara Road, Karori, Wellington",174.70539,-41.28754,road and footpath maintence
2026-07-12T03:07:59Z,"Retaining wall next to Curtis Street has partially collapsed, spilling debris onto the road","Curtis Street, Kelburn, Wellington",174.76444,-41.28597,Slips
2026-07-12T04:42:21Z,"Group of e-bike riders have been performing dangerous manoeuvres near Kelburn Parade, Kelburn","Kelburn Parade, Kelburn, Wellington",174.76027,-41.29662,Riding Behaviour
2026-07-12T04:50:05Z,"Heavy overnight rain has caused stormwater to back up on Holloway Road, Aro Valley, water is pooling across the road","Holloway Road, Aro Valley, Wellington",174.7837,-41.28132,flooding
2026-07-12T05:06:47Z,"Discoloured tap water has been reported by multiple households along Chelsea Street, Miramar","Chelsea Street, Miramar, Wellington",174.83042,-41.31742,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-12T05:38:55Z,"Flying debris from the storm has broken several windows on Wadestown Road, Wadestown","Wadestown Road, Wadestown, Wellington",174.75499,-41.25265,Weather event
2026-07-12T05:45:06Z,"Faded and unclear road markings on Miramar Avenue, Miramar are causing confusion for drivers","Miramar Avenue, Miramar, Wellington",174.80967,-41.31414,road and footpath maintence
2026-07-12T06:46:51Z,"Footpath slabs on Wadestown Road, Wadestown have cracked and lifted, creating a tripping hazard","Wadestown Road, Wadestown, Wellington",174.76365,-41.28153,road and footpath maintence
2026-07-12T08:54:38Z,"Faded and unclear road markings on Pipitea Street, Pipitea are causing confusion for drivers","Pipitea Street, Pipitea, Wellington",174.77893,-41.27824,road and footpath maintence
2026-07-12T09:20:15Z,"Heavy overnight rain has caused stormwater to back up on Ellice Street, Mount Victoria, water is pooling across the road","Ellice Street, Mount Victoria, Wellington",174.80258,-41.3012,flooding
2026-07-12T09:51:40Z,Group of e-bike riders have been performing wheelies dangerously close to pedestrians on Waterfront Promenade,"Waterfront Promenade, Waterfront, Wellington",174.78667,-41.26746,Inquiry for a Micro-mobility Officer
2026-07-12T10:29:01Z,"New puppy owner on Jervois Quay, Waterfront is asking how to renew their dog registration online","Jervois Quay, Waterfront, Wellington",174.77305,-41.30091,Make a dog registration enquiry
2026-07-12T10:50:07Z,Hail and gale-force wind have damaged shopfront awnings along Ellice Street in Mount Victoria,"Ellice Street, Mount Victoria, Wellington",174.792,-41.2791,Weather event
2026-07-12T10:53:46Z,"Faded and unclear road markings on Kelburn Parade, Kelburn are causing confusion for drivers","Kelburn Parade, Kelburn, Wellington",174.77621,-41.27917,road and footpath maintence
2026-07-12T11:42:35Z,"Discoloured tap water has been reported by multiple households along Ottawa Road, Ngaio","Ottawa Road, Ngaio, Wellington",174.75611,-41.24684,Drinking or Tap waterReport a fallen or dangerous tree
2026-07-12T11:54:47Z,Rubbish has been left scattered across the Wilton reserve after the weekend,"Wilton Road, Wilton, Wellington",174.75307,-41.25007,Park or reserve
2026-07-12T13:04:08Z,Changing room showers at the Mount Victoria recreation centre have no hot water this morning,"Hay Street, Mount Victoria, Wellington",174.78306,-41.30135,Pools and Recreation Centres
2026-07-12T13:43:44Z,"Faded and unclear road markings on Roxburgh Street, Oriental Bay are causing confusion for drivers","Roxburgh Street, Oriental Bay, Wellington",174.77908,-41.30299,road and footpath maintence
2026-07-12T14:22:22Z,Resident on Reef Street wants to register a newly adopted rescue dog and is asking about requirements,"Reef Street, Island Bay, Wellington",174.75712,-41.35241,Make a dog registration enquiry
2026-07-12T15:28:29Z,Rubbish has been left scattered across the Thorndon reserve after the weekend,"Thorndon Quay, Thorndon, Wellington",174.76416,-41.28521,Park or reserve
2026-07-12T16:04:44Z,Road surface on Mansfield Street near Newtown has deteriorated badly and needs resurfacing,"Mansfield Street, Newtown, Wellington",174.77634,-41.29327,road and footpath maintence
2026-07-12T17:54:14Z,"Pool filtration system at the Thorndon aquatic centre appears to be malfunctioning, water looks cloudy","Hill Street, Thorndon, Wellington",174.7681,-41.29019,Pools and Recreation Centres
2026-07-12T18:28:59Z,Surface flooding on Wakefield Park Terrace near Berhampore is making the intersection impassable for small vehicles,"Wakefield Park Terrace, Berhampore, Wellington",174.78279,-41.31506,flooding
2026-07-12T18:47:59Z,"Bank alongside Wakefield Park Terrace in Berhampore has slipped after heavy rain, covering part of the footpath with mud following the earlier flooding","Wakefield Park Terrace, Berhampore, Wellington",174.78242,-41.3154,Slips
2026-07-12T19:16:34Z,"E-scooters have been left blocking the accessible ramp outside Ottawa Road, Ngaio for several days","Ottawa Road, Ngaio, Wellington",174.77199,-41.24368,Inquiry for a Micro-mobility Officer
2026-07-12T22:48:55Z,"Formal LGOIMA request for information on rates valuations for the property on Reef Street, Island Bay","Reef Street, Island Bay, Wellington",174.75909,-41.33742,LGOIMA - Property
2026-07-12T23:41:06Z,"Overgrown hedge on Weld Street, Berhampore is blocking visibility at the intersection","Weld Street, Berhampore, Wellington",174.75093,-41.25554,Berhampore
2026-07-13T00:13:24Z,"New puppy owner on Rintoul Street, Berhampore is asking how to renew their dog registration online","Rintoul Street, Berhampore, Wellington",174.76691,-41.31658,Make a dog registration enquiry
2026-07-13T00:27:18Z,"Group of e-bike riders have been performing dangerous manoeuvres near Grass Street, Oriental Bay","Grass Street, Oriental Bay, Wellington",174.79489,-41.29957,Riding Behaviour
2026-07-13T01:05:28Z,Streetlight outside Cummings Park in Brooklyn has been flickering and going out completely at night,"Cummings Park, Brooklyn, Wellington",174.7748,-41.24618,Brooklyn
2026-07-13T02:05:44Z,"Faded and unclear road markings on Fife Street, Khandallah are causing confusion for drivers","Fife Street, Khandallah, Wellington",174.80295,-41.25876,road and footpath maintence
2026-07-13T02:15:13Z,Loose paving stones on Aro Street near Pipitea have become uneven and are creating a trip hazard,"Aro Street, Pipitea, Wellington",174.76581,-41.31072,Pipitea
2026-07-13T02:32:32Z,Street sign on Queens Wharf near Pipitea has fallen over and is partially blocking the footpath,"Queens Wharf, Pipitea, Wellington",174.79296,-41.26881,Pipitea
2026-07-13T04:18:03Z,Overflowing rubbish bin at the Brooklyn shops on Ganges Road hasn't been emptied in over a week,"Ganges Road, Brooklyn, Wellington",174.78745,-41.27344,Brooklyn
2026-07-13T06:17:58Z,"Requesting copies of maintenance records for the council-owned property on Reef Street, Island Bay under the Official Information Act","Reef Street, Island Bay, Wellington",174.76484,-41.34817,LGOIMA - Property
2026-07-13T06:21:23Z,"Pool filtration system at the Waterfront aquatic centre appears to be malfunctioning, water looks cloudy","Waterfront Promenade, Waterfront, Wellington",174.78362,-41.30489,Pools and Recreation Centres
2026-07-13T07:40:31Z,Gym equipment at the Aro Valley recreation centre has been out of order for over a week,"Aro Street, Aro Valley, Wellington",174.78881,-41.29363,Pools and Recreation Centres
2026-07-13T09:06:19Z,"A nearby stream has burst its banks near Grass Street, Oriental Bay, flooding the road and adjoining properties","Grass Street, Oriental Bay, Wellington",174.78565,-41.29125,flooding
2026-07-13T09:19:25Z,Damaged fencing at Kilbirnie Cemetery needs urgent repair after recent storms,"Childers Terrace, Kilbirnie, Wellington",174.80093,-41.32947,Cemeteries
2026-07-13T09:55:19Z,Hillside slip on Grass Street in Oriental Bay has closed the footpath to pedestrians following the earlier flooding,"Grass Street, Oriental Bay, Wellington",174.78623,-41.29088,Slips
2026-07-13T10:59:00Z,Road surface on Karori Road near Karori has deteriorated badly and needs resurfacing,"Karori Road, Karori, Wellington",174.71673,-41.26706,road and footpath maintence
2026-07-13T11:09:59Z,"Retaining wall next to Thorndon Quay has partially collapsed, spilling debris onto the road","Thorndon Quay, Thorndon, Wellington",174.76256,-41.28077,Slips
2026-07-13T11:16:38Z,"Overgrown hedge on Pipitea Street, Berhampore is blocking visibility at the intersection","Pipitea Street, Berhampore, Wellington",174.76357,-41.29096,Berhampore
2026-07-13T12:10:10Z,"Heavy overnight rain has caused stormwater to back up on Fife Street, Khandallah, water is pooling across the road","Fife Street, Khandallah, Wellington",174.77134,-41.24914,flooding
2026-07-13T12:25:10Z,"Loose soil and rocks have come down onto Fife Street near Khandallah, blocking one lane following the earlier flooding","Fife Street, Khandallah, Wellington",174.77185,-41.24872,Slips
2026-07-13T12:37:49Z,"Flying debris from the storm has broken several windows on Roxburgh Street, Oriental Bay","Roxburgh Street, Oriental Bay, Wellington",174.77753,-41.29125,Weather event
2026-07-13T12:42:16Z,Streetlight outside Chelsea Street in Brooklyn has been flickering and going out completely at night,"Chelsea Street, Brooklyn, Wellington",174.82894,-41.30528,Brooklyn
2026-07-13T13:40:11Z,Overgrown vegetation is blocking the walking track through Khandallah park,"Box Hill, Khandallah, Wellington",174.77843,-41.24639,Park or reserve
2026-07-13T15:12:51Z,Resident on Makara Road has lost their dog registration tag and needs a replacement,"Makara Road, Karori, Wellington",174.70545,-41.26159,Make a dog registration enquiry
2026-07-13T15:16:06Z,"E-scooter riders are ignoring the dismount zone outside Medway Street, Island Bay, causing near misses","Medway Street, Island Bay, Wellington",174.75787,-41.34274,Riding Behaviour
2026-07-13T16:23:04Z,"A nearby stream has burst its banks near Pipitea Street, Pipitea, flooding the road and adjoining properties","Pipitea Street, Pipitea, Wellington",174.78071,-41.28806,flooding
2026-07-13T16:51:25Z,Resident on Wakefield Park Terrace has lost their dog registration tag and needs a replacement,"Wakefield Park Terrace, Berhampore, Wellington",174.77383,-41.32589,Make a dog registration enquiry
2026-07-13T16:51:39Z,Changing room showers at the Wadestown recreation centre have no hot water this morning,"Weld Street, Wadestown, Wellington",174.7834,-41.25389,Pools and Recreation Centres
2026-07-13T17:14:04Z,"Loose soil and rocks have come down onto Pipitea Street near Pipitea, blocking one lane following the earlier flooding","Pipitea Street, Pipitea, Wellington",174.78052,-41.28831,Slips
2026-07-13T17:19:45Z,"Group of e-bike riders have been performing dangerous manoeuvres near Chelsea Street, Miramar","Chelsea Street, Miramar, Wellington",174.83527,-41.31382,Riding Behaviour
2026-07-13T19:57:30Z,Group of e-bike riders have been performing wheelies dangerously close to pedestrians on Jervois Quay,"Jervois Quay, Waterfront, Wellington",174.7873,-41.27913,Inquiry for a Micro-mobility Officer
2026-07-13T19:57:40Z,"Faded and unclear road markings on Glasgow Street, Kelburn are causing confusion for drivers","Glasgow Street, Kelburn, Wellington",174.76799,-41.2833,road and footpath maintence
2026-07-13T20:26:43Z,"Requesting copies of maintenance records for the council-owned property on Coppin Street, Wilton under the Official Information Act","Coppin Street, Wilton, Wellington",174.73937,-41.261,LGOIMA - Property
2026-07-13T21:18:24Z,"Flying debris from the storm has broken several windows on Tasman Street, Mount Cook","Tasman Street, Mount Cook, Wellington",174.78048,-41.2868,Weather event
2026-07-13T21:55:40Z,A fallen branch is blocking the main path through Kilbirnie park,"Evans Bay Parade, Kilbirnie, Wellington",174.79992,-41.34005,Park or reserve
2026-07-13T22:59:55Z,Streetlight outage reported along Tasman Street in the Pipitea area,"Tasman Street, Pipitea, Wellington",174.78182,-41.31686,Pipitea
2026-07-13T23:55:27Z,"E-scooter riders are ignoring the dismount zone outside Buckle Street, Mount Cook, causing near misses","Buckle Street, Mount Cook, Wellington",174.76624,-41.28049,Riding Behaviour
